25,46,6,49,83,38,79,61,35,24,28,25,43,0,64,52,88,36,16,67,42,57,55,36,68,18,21,40,84,16,46,85,42,46,8,43,72,84,38,20,86,42,46,21,16,37,38,9,51,32,56
74,20,65,42,84,44,25,20,100,87,59,49,72,64,0,26,44,28,49,14,31,86,24,59,18,46,61,24,23,53,22,91,22,20,72,48,45,29,71,70,37,88,37,56,64,28,69,70,56,95,85
70,28,50,54,99,49,51,9,87,76,37,30,75,52,26,0,69,23,42,38,38,91,40,35,42,39,41,20,49,37,31,105,16,28,60,23,65,55,73,65,62,86,11,53,46,29,71,54,30,85,89
85,47,91,41,58,51,19,64,118,105,95,84,71,88,44,69,0,59,72,30,46,78,34,98,26,70,95,58,28,83,45,67,59,47,93,89,20,19,73,83,8,91,79,70,95,53,71,96,98,111,77
48,12,36,32,77,26,45,29,71,59,36,25,51,36,28,23,59,0,21,33,17,67,25,39,35,18,36,4,49,25,14,82,8,12,43,33,49,51,49,43,55,64,26,31,37,7,48,41,43,67,66
28,30,19,35,73,24,63,49,50,37,31,23,37,16,49,42,72,21,0,51,26,53,38,39,52,3,27,26,68,16,30,76,29,30,22,40,57,68,34,23,70,44,39,13,25,21,33,24,50,45,52
72,21,69,34,72,39,13,34,101,88,68,57,65,67,14,38,30,33,51,0,27,78,15,69,3,49,69,30,17,59,21,80,30,21,74,60,31,18,66,69,24,83,49,55,70,30,64,74,68,95,77
45,11,45,15,60,13,37,41,75,61,51,40,41,42,31,38,46,17,26,27,0,55,12,55,27,24,50,19,44,38,9,66,22,11,48,51,33,43,40,41,44,57,43,27,49,10,38,50,60,68,54
34,66,64,44,36,42,82,95,63,53,84,77,16,57,86,91,78,67,53,78,55,0,63,92,76,55,78,71,92,68,64,33,75,66,54,94,58,87,19,37,82,23,91,40,73,62,20,65,104,53,1
57,13,57,19,61,23,24,39,87,74,61,50,50,55,24,40,34,25,38,15,12,63,0,64,15,36,60,24,32,49,11,67,26,13,61,57,25,30,50,54,31,68,47,40,60,19,48,62,66,81,62
61,51,31,69,112,60,82,44,64,56,8,16,76,36,59,35,98,39,39,69,55,92,64,0,72,38,15,40,82,23,53,115,39,51,43,13,88,87,72,56,93,78,23,51,21,45,71,32,16,65,90
72,23,70,32,69,38,10,38,102,89,70,59,64,68,18,42,26,35,52,3,27,76,15,72,0,50,71,32,17,60,22,77,33,23,75,63,28,16,65,69,21,83,52,55,72,31,63,75,71,96,75
31,27,21,34,74,23,60,46,53,40,31,22,39,18,46,39,70,18,3,49,24,55,36,38,50,0,27,22,65,15,27,77,26,27,25,38,56,66,36,26,68,47,36,15,26,19,34,26,48,48,54
46,48,15,61,101,51,82,51,49,41,7,12,63,21,61,41,95,36,27,69,50,78,60,15,71,27,0,38,84,12,50,103,39,48,27,25,83,87,58,42,91,63,32,39,6,41,58,17,31,50,77
52,11,40,34,79,29,43,25,75,63,37,26,55,40,24,20,58,4,26,30,19,71,24,40,32,22,38,0,46,28,13,85,4,11,47,32,49,48,53,48,53,68,24,35,40,9,51,45,42,71,69
89,38,85,49,81,55,11,42,118,105,82,72,81,84,23,49,28,49,68,17,44,92,32,82,17,65,84,46,0,74,38,90,45,38,91,72,39,9,82,86,19,100,60,72,86,46,80,90,79,112,92
39,37,13,49,89,39,71,46,50,39,15,9,53,16,53,37,83,25,16,59,38,68,49,23,60,15,12,28,74,0,38,92,30,37,24,27,71,76,48,34,80,56,30,28,11,30,48,17,36,48,67
52,2,48,23,68,22,33,32,80,67,50,39,50,46,22,31,45,14,30,21,9,64,11,53,22,27,50,13,38,38,0,74,16,2,53,46,36,38,49,48,41,65,37,34,50,8,47,53,56,75,63
64,77,91,51,9,56,78,106,96,85,108,99,42,85,91,105,67,82,76,80,66,33,67,115,77,77,103,85,90,92,74,0,89,77,84,114,50,82,47,66,74,56,108,64,100,75,47,93,124,86,34
56,13,42,38,83,33,43,21,78,66,37,27,59,42,22,16,59,8,29,30,22,75,26,39,33,26,39,4,45,30,16,89,0,13,50,30,52,48,57,51,54,72,21,39,41,13,55,47,40,74,74
53,0,47,26,71,24,34,29,80,67,48,37,52,46,20,28,47,12,30,21,11,66,13,51,23,27,48,11,38,37,2,77,13,0,53,43,38,39,51,49,43,67,34,35,49,8,49,52,53,75,65
20,53,12,53,83,42,85,69,28,15,34,33,41,8,72,60,93,43,22,74,48,54,61,43,75,25,27,47,91,24,53,84,50,53,0,51,76,91,36,17,92,36,54,23,21,44,36,11,58,24,53
66,43,39,66,110,58,73,32,74,66,18,18,78,43,48,23,89,33,40,60,51,94,57,13,63,38,25,32,72,27,46,114,30,43,51,0,82,77,74,61,84,84,11,53,31,40,73,42,10,75,93
66,38,76,23,41,34,28,63,100,87,84,73,50,72,45,65,20,49,57,31,33,58,25,88,28,56,83,49,39,71,36,50,52,38,76,82,0,32,53,64,24,71,73,53,82,42,51,81,92,92,57
87,39,86,45,73,52,5,48,118,104,86,75,77,84,29,55,19,51,68,18,43,87,30,87,16,66,87,48,9,76,38,82,48,39,91,77,32,0,78,84,10,96,66,70,88,47,76,91,85,111,86
17,51,44,33,48,27,73,78,50,39,64,57,5,38,71,73,73,49,34,66,40,19,50,72,65,36,58,53,82,48,49,47,57,51,36,74,53,78,0,18,75,18,72,21,54,45,2,46,84,41,18
5,49,26,41,66,31,78,72,35,22,48,43,24,20,70,65,83,43,23,69,41,37,54,56,69,26,42,48,86,34,48,66,51,49,17,61,64,84,18,0,83,22,61,13,36,41,19,28,70,27,36
86,43,89,42,65,51,11,57,118,105,91,80,73,86,37,62,8,55,70,24,44,82,31,93,21,68,91,53,19,80,41,74,54,43,92,84,24,10,75,83,0,93,73,70,92,50,73,94,92,111,81
17,67,48,51,59,44,91,93,40,31,70,65,20,42,88,86,91,64,44,83,57,23,68,78,83,47,63,68,100,56,65,56,72,67,36,84,71,96,18,22,93,0,83,33,58,60,20,48,92,30,22
66,34,42,58,104,52,62,21,80,69,27,21,75,46,37,11,79,26,39,49,43,91,47,23,52,36,32,24,60,30,37,108,21,34,54,11,73,66,72,61,73,83,0,51,37,33,71,46,19,78,90
18,35,26,30,62,19,65,60,48,34,44,36,24,21,56,53,70,31,13,55,27,40,40,51,55,15,39,35,72,28,34,64,39,35,23,53,53,70,21,13,70,33,51,0,35,28,20,30,63,41,39
41,49,10,60,98,49,83,55,43,35,13,15,58,16,64,46,95,37,25,70,49,73,60,21,72,26,6,40,86,11,50,100,41,49,21,31,82,88,54,36,92,58,37,35,0,41,53,11,37,44,72
46,8,39,25,70,20,42,33,72,59,42,31,46,37,28,29,53,7,21,30,10,62,19,45,31,19,41,9,46,30,8,75,13,8,44,40,42,47,45,41,50,60,33,28,41,0,43,44,50,67,60
18,49,44,31,47,25,71,76,52,40,63,56,5,38,69,71,71,48,33,64,38,20,48,71,63,34,58,51,80,48,47,47,55,49,36,73,51,76,2,19,73,20,71,20,53,43,0,46,83,43,19
31,52,5,58,92,47,86,64,33,24,24,25,51,9,70,54,96,41,24,74,50,65,62,32,75,26,17,45,90,17,53,93,47,52,11,42,81,91,46,28,94,48,46,30,11,44,46,0,48,33,64
75,53,46,76,120,68,81,37,80,72,24,27,88,51,56,30,98,43,50,68,60,104,66,16,71,48,31,42,79,36,56,124,40,53,58,10,92,85,84,70,92,92,19,63,37,50,83,48,0,81,102
25,75,36,69,88,59,106,93,10,9,57,57,46,32,95,85,111,67,45,95,68,53,81,65,96,48,50,71,112,48,75,86,74,75,24,75,92,111,41,27,111,30,78,41,44,67,43,33,81,0,52
32,65,62,43,37,41,82,94,62,52,82,75,14,56,85,89,77,66,52,77,54,1,62,90,75,54,77,69,92,67,63,34,74,65,53,93,57,86,18,36,81,22,90,39,72,60,19,64,102,52,0
